"id";"datetime";"spo2"
53;2015-06-27 00:00:53;0.83
54;2015-06-27 00:00:54;0.88
55;2015-06-27 00:00:55;0.93
56;2015-06-27 00:00:56;0.99
57;2015-06-27 00:00:57;0.85
58;2015-06-27 00:00:58;0.93
59;2015-06-27 00:00:59;0.89
60;2015-06-27 00:01:00;0.9
61;2015-06-27 00:01:01;0.94
62;2015-06-27 00:01:02;0.82
63;2015-06-27 00:01:03;0.88
64;2015-06-27 00:01:04;0.83
65;2015-06-27 00:01:05;0.91
66;2015-06-27 00:01:06;0.93
67;2015-06-27 00:01:07;0.83
68;2015-06-27 00:01:08;0.96
69;2015-06-27 00:01:09;0.81
70;2015-06-27 00:01:10;0.92
71;2015-06-27 00:01:11;0.82
72;2015-06-27 00:01:12;0.91
73;2015-06-27 00:01:13;0.91
74;2015-06-27 00:01:14;0.86
75;2015-06-27 00:01:15;0.9
76;2015-06-27 00:01:16;0.81
77;2015-06-27 00:01:17;0.91
78;2015-06-27 00:01:18;0.82
79;2015-06-27 00:01:19;0.97
80;2015-06-27 00:01:20;0.92
81;2015-06-27 00:01:21;0.94
82;2015-06-27 00:01:22;0.99
83;2015-06-27 00:01:23;0.97
84;2015-06-27 00:01:24;0.91
85;2015-06-27 00:01:25;0.96
86;2015-06-27 00:01:26;0.93
87;2015-06-27 00:01:27;0.99
88;2015-06-27 00:01:28;0.88
89;2015-06-27 00:01:29;0.81
90;2015-06-27 00:01:30;0.91
91;2015-06-27 00:01:31;0.89
92;2015-06-27 00:01:32;0.98
93;2015-06-27 00:01:33;0.97
94;2015-06-27 00:01:34;0.95
95;2015-06-27 00:01:35;0.91
96;2015-06-27 00:01:36;0.81
97;2015-06-27 00:01:37;0.98
98;2015-06-27 00:01:38;0.92
99;2015-06-27 00:01:39;0.91
100;2015-06-27 00:01:40;0.9
101;2015-06-27 00:01:41;0.83
102;2015-06-27 00:01:42;0.96
103;2015-06-27 00:01:43;0.95
104;2015-06-27 00:01:44;0.9
105;2015-06-27 00:01:45;0.9
106;2015-06-27 00:01:46;0.81
107;2015-06-27 00:01:47;0.89
108;2015-06-27 00:01:48;0.99
109;2015-06-27 00:01:49;0.99
110;2015-06-27 00:01:50;0.95
111;2015-06-27 00:01:51;0.89
112;2015-06-27 00:01:52;0.88
113;2015-06-27 00:01:53;0.85
114;2015-06-27 00:01:54;0.86
115;2015-06-27 00:01:55;0.83
116;2015-06-27 00:01:56;0.91
117;2015-06-27 00:01:57;0.85
118;2015-06-27 00:01:58;0.95
119;2015-06-27 00:01:59;0.92
120;2015-06-27 00:02:00;0.91
121;2015-06-27 00:02:01;0.86
122;2015-06-27 00:02:02;0.87
123;2015-06-27 00:02:03;0.91
124;2015-06-27 00:02:04;0.98
125;2015-06-27 00:02:05;0.96
126;2015-06-27 00:02:06;0.86
127;2015-06-27 00:02:07;0.89
128;2015-06-27 00:02:08;0.83
129;2015-06-27 00:02:09;0.81
130;2015-06-27 00:02:10;0.89
131;2015-06-27 00:02:11;0.83
132;2015-06-27 00:02:12;0.88
133;2015-06-27 00:02:13;0.94
134;2015-06-27 00:02:14;0.82
135;2015-06-27 00:02:15;0.81
136;2015-06-27 00:02:16;0.85
137;2015-06-27 00:02:17;0.89
138;2015-06-27 00:02:18;0.92
139;2015-06-27 00:02:19;0.98
140;2015-06-27 00:02:20;0.85
141;2015-06-27 00:02:21;0.97
142;2015-06-27 00:02:22;0.98
143;2015-06-27 00:02:23;0.97
144;2015-06-27 00:02:24;0.8
145;2015-06-27 00:02:25;0.95
146;2015-06-27 00:02:26;0.95
147;2015-06-27 00:02:27;0.85
148;2015-06-27 00:02:28;0.99
149;2015-06-27 00:02:29;0.83
150;2015-06-27 00:02:30;0.99
151;2015-06-27 00:02:31;0.98
152;2015-06-27 00:02:32;0.96
153;2015-06-27 00:02:33;0.98
154;2015-06-27 00:02:34;0.93
155;2015-06-27 00:02:35;0.93
156;2015-06-27 00:02:36;0.84
157;2015-06-27 00:02:37;0.9
158;2015-06-27 00:02:38;0.84
159;2015-06-27 00:02:39;0.99
160;2015-06-27 00:02:40;0.8
161;2015-06-27 00:02:41;0.92
162;2015-06-27 00:02:42;0.97
163;2015-06-27 00:02:43;0.95
164;2015-06-27 00:02:44;0.89
165;2015-06-27 00:02:45;0.8
166;2015-06-27 00:02:46;0.9
167;2015-06-27 00:02:47;0.96
168;2015-06-27 00:02:48;0.83
169;2015-06-27 00:02:49;0.97
170;2015-06-27 00:02:50;0.95
171;2015-06-27 00:02:51;0.91
172;2015-06-27 00:02:52;0.82
173;2015-06-27 00:02:53;0.94
174;2015-06-27 00:02:54;0.8
175;2015-06-27 00:02:55;0.9
176;2015-06-27 00:02:56;0.83
177;2015-06-27 00:02:57;0.84
178;2015-06-27 00:02:58;0.8
179;2015-06-27 00:02:59;0.99
180;2015-06-27 00:03:00;0.93
181;2015-06-27 00:03:01;0.99
182;2015-06-27 00:03:02;0.81
183;2015-06-27 00:03:03;0.89
184;2015-06-27 00:03:04;0.98
185;2015-06-27 00:03:05;0.92
186;2015-06-27 00:03:06;0.85
187;2015-06-27 00:03:07;0.96
188;2015-06-27 00:03:08;0.83
189;2015-06-27 00:03:09;0.96
190;2015-06-27 00:03:10;0.8
191;2015-06-27 00:03:11;0.89
192;2015-06-27 00:03:12;0.89
193;2015-06-27 00:03:13;0.99
194;2015-06-27 00:03:14;0.98
195;2015-06-27 00:03:15;0.85
196;2015-06-27 00:03:16;0.96
197;2015-06-27 00:03:17;0.81
198;2015-06-27 00:03:18;0.84
199;2015-06-27 00:03:19;0.93
200;2015-06-27 00:03:20;0.83
201;2015-06-27 00:03:21;0.96
202;2015-06-27 00:03:22;0.83
203;2015-06-27 00:03:23;0.93
204;2015-06-27 00:03:24;0.93
205;2015-06-27 00:03:25;0.98
206;2015-06-27 00:03:26;0.8
207;2015-06-27 00:03:27;0.91
208;2015-06-27 00:03:28;0.89
209;2015-06-27 00:03:29;0.95
210;2015-06-27 00:03:30;0.8
211;2015-06-27 00:03:31;0.81
212;2015-06-27 00:03:32;0.98
213;2015-06-27 00:03:33;0.83
214;2015-06-27 00:03:34;0.9
215;2015-06-27 00:03:35;0.87
216;2015-06-27 00:03:36;0.89
217;2015-06-27 00:03:37;0.85
218;2015-06-27 00:03:38;0.84
219;2015-06-27 00:03:39;0.97
220;2015-06-27 00:03:40;0.83
221;2015-06-27 00:03:41;0.85
222;2015-06-27 00:03:42;0.89
223;2015-06-27 00:03:43;0.89
224;2015-06-27 00:03:44;0.87
225;2015-06-27 00:03:45;0.85
226;2015-06-27 00:03:46;0.96
227;2015-06-27 00:03:47;0.83
228;2015-06-27 00:03:48;0.81
229;2015-06-27 00:03:49;0.81
230;2015-06-27 00:03:50;0.88
231;2015-06-27 00:03:51;0.91
232;2015-06-27 00:03:52;0.91
233;2015-06-27 00:03:53;0.82
234;2015-06-27 00:03:54;0.92
235;2015-06-27 00:03:55;0.94
236;2015-06-27 00:03:56;0.81
237;2015-06-27 00:03:57;0.84
238;2015-06-27 00:03:58;0.92
239;2015-06-27 00:03:59;0.8
240;2015-06-27 00:04:00;0.84
241;2015-06-27 00:04:01;0.87
242;2015-06-27 00:04:02;0.89
243;2015-06-27 00:04:03;0.89
244;2015-06-27 00:04:04;0.81
245;2015-06-27 00:04:05;0.81
246;2015-06-27 00:04:06;0.88
247;2015-06-27 00:04:07;0.91
248;2015-06-27 00:04:08;0.88
249;2015-06-27 00:04:09;0.99
250;2015-06-27 00:04:10;0.93
251;2015-06-27 00:04:11;0.88
252;2015-06-27 00:04:12;0.96
253;2015-06-27 00:04:13;0.87
254;2015-06-27 00:04:14;0.86
255;2015-06-27 00:04:15;0.94
256;2015-06-27 00:04:16;0.8
257;2015-06-27 00:04:17;0.84
258;2015-06-27 00:04:18;0.93
259;2015-06-27 00:04:19;0.95
260;2015-06-27 00:04:20;0.85
261;2015-06-27 00:04:21;0.91
262;2015-06-27 00:04:22;0.94
263;2015-06-27 00:04:23;0.8
264;2015-06-27 00:04:24;0.95
265;2015-06-27 00:04:25;0.84
266;2015-06-27 00:04:26;0.95
267;2015-06-27 00:04:27;0.96
268;2015-06-27 00:04:28;0.89
269;2015-06-27 00:04:29;0.93
270;2015-06-27 00:04:30;0.85
271;2015-06-27 00:04:31;0.92
272;2015-06-27 00:04:32;0.84
273;2015-06-27 00:04:33;0.81
274;2015-06-27 00:04:34;0.84
275;2015-06-27 00:04:35;0.87
276;2015-06-27 00:04:36;0.8
277;2015-06-27 00:04:37;0.84
278;2015-06-27 00:04:38;0.85
279;2015-06-27 00:04:39;0.95
280;2015-06-27 00:04:40;0.98
281;2015-06-27 00:04:41;0.85
282;2015-06-27 00:04:42;0.8
283;2015-06-27 00:04:43;0.83
284;2015-06-27 00:04:44;0.85
285;2015-06-27 00:04:45;0.96
286;2015-06-27 00:04:46;0.85
287;2015-06-27 00:04:47;0.89
288;2015-06-27 00:04:48;0.97
289;2015-06-27 00:04:49;0.96
290;2015-06-27 00:04:50;0.85
291;2015-06-27 00:04:51;0.83
292;2015-06-27 00:04:52;0.88
293;2015-06-27 00:04:53;0.87
294;2015-06-27 00:04:54;0.94
295;2015-06-27 00:04:55;0.82
296;2015-06-27 00:04:56;0.95
297;2015-06-27 00:04:57;0.97
298;2015-06-27 00:04:58;0.89
299;2015-06-27 00:04:59;0.96
300;2015-06-27 00:05:00;0.8
301;2015-06-27 00:05:01;0.87
302;2015-06-27 00:05:02;0.99
303;2015-06-27 00:05:03;0.87
304;2015-06-27 00:05:04;0.94
305;2015-06-27 00:05:05;0.94
306;2015-06-27 00:05:06;0.81
307;2015-06-27 00:05:07;0.82
308;2015-06-27 00:05:08;0.88
309;2015-06-27 00:05:09;0.98
310;2015-06-27 00:05:10;0.82
311;2015-06-27 00:05:11;0.94
312;2015-06-27 00:05:12;0.97
313;2015-06-27 00:05:13;0.88
314;2015-06-27 00:05:14;0.83
315;2015-06-27 00:05:15;0.87
316;2015-06-27 00:05:16;0.84
317;2015-06-27 00:05:17;0.98
318;2015-06-27 00:05:18;0.86
319;2015-06-27 00:05:19;0.86
320;2015-06-27 00:05:20;0.93
321;2015-06-27 00:05:21;0.95
322;2015-06-27 00:05:22;0.84
323;2015-06-27 00:05:23;0.92
324;2015-06-27 00:05:24;0.95
325;2015-06-27 00:05:25;0.96
326;2015-06-27 00:05:26;0.91
327;2015-06-27 00:05:27;0.92
328;2015-06-27 00:05:28;0.93
329;2015-06-27 00:05:29;0.81
330;2015-06-27 00:05:30;0.98
331;2015-06-27 00:05:31;0.81
332;2015-06-27 00:05:32;0.98
333;2015-06-27 00:05:33;0.95
334;2015-06-27 00:05:34;0.98
335;2015-06-27 00:05:35;0.81
336;2015-06-27 00:05:36;0.86
337;2015-06-27 00:05:37;0.94
338;2015-06-27 00:05:38;0.97
339;2015-06-27 00:05:39;0.81
340;2015-06-27 00:05:40;0.81
341;2015-06-27 00:05:41;0.97
342;2015-06-27 00:05:42;0.98
343;2015-06-27 00:05:43;0.85
344;2015-06-27 00:05:44;0.97
345;2015-06-27 00:05:45;0.93
346;2015-06-27 00:05:46;0.92
347;2015-06-27 00:05:47;0.97
348;2015-06-27 00:05:48;0.86
349;2015-06-27 00:05:49;0.86
350;2015-06-27 00:05:50;0.88
351;2015-06-27 00:05:51;0.87
352;2015-06-27 00:05:52;0.87
353;2015-06-27 00:05:53;0.8
354;2015-06-27 00:05:54;0.89
355;2015-06-27 00:05:55;0.8
356;2015-06-27 00:05:56;0.83
357;2015-06-27 00:05:57;0.85
358;2015-06-27 00:05:58;0.95
359;2015-06-27 00:05:59;0.92
360;2015-06-27 00:06:00;0.9
361;2015-06-27 00:06:01;0.81
362;2015-06-27 00:06:02;0.99
363;2015-06-27 00:06:03;0.95
364;2015-06-27 00:06:04;0.9
365;2015-06-27 00:06:05;0.96
366;2015-06-27 00:06:06;0.89
367;2015-06-27 00:06:07;0.85
368;2015-06-27 00:06:08;0.84
369;2015-06-27 00:06:09;0.89
370;2015-06-27 00:06:10;0.85
371;2015-06-27 00:06:11;0.8
372;2015-06-27 00:06:12;0.83
373;2015-06-27 00:06:13;0.86
374;2015-06-27 00:06:14;0.97
375;2015-06-27 00:06:15;0.98
376;2015-06-27 00:06:16;0.87
377;2015-06-27 00:06:17;0.9
378;2015-06-27 00:06:18;0.8
379;2015-06-27 00:06:19;0.94
380;2015-06-27 00:06:20;0.85
381;2015-06-27 00:06:21;0.85
382;2015-06-27 00:06:22;0.89
383;2015-06-27 00:06:23;0.92
384;2015-06-27 00:06:24;0.98
385;2015-06-27 00:06:25;0.95
386;2015-06-27 00:06:26;0.96
387;2015-06-27 00:06:27;0.89
388;2015-06-27 00:06:28;0.94
389;2015-06-27 00:06:29;0.9
390;2015-06-27 00:06:30;0.85
391;2015-06-27 00:06:31;0.85
392;2015-06-27 00:06:32;0.82
393;2015-06-27 00:06:33;0.92
394;2015-06-27 00:06:34;0.92
395;2015-06-27 00:06:35;0.83
396;2015-06-27 00:06:36;0.99
397;2015-06-27 00:06:37;0.86
398;2015-06-27 00:06:38;0.88
399;2015-06-27 00:06:39;0.91
400;2015-06-27 00:06:40;0.95
401;2015-06-27 00:06:41;0.85
402;2015-06-27 00:06:42;0.95
403;2015-06-27 00:06:43;0.84
404;2015-06-27 00:06:44;0.83
405;2015-06-27 00:06:45;0.8
406;2015-06-27 00:06:46;0.84
407;2015-06-27 00:06:47;0.97
408;2015-06-27 00:06:48;0.95
409;2015-06-27 00:06:49;0.91
410;2015-06-27 00:06:50;0.85
411;2015-06-27 00:06:51;0.97
412;2015-06-27 00:06:52;0.94
413;2015-06-27 00:06:53;0.86
414;2015-06-27 00:06:54;0.97
415;2015-06-27 00:06:55;0.91
416;2015-06-27 00:06:56;0.96
417;2015-06-27 00:06:57;0.95
418;2015-06-27 00:06:58;0.81
419;2015-06-27 00:06:59;0.94
420;2015-06-27 00:07:00;0.82
421;2015-06-27 00:07:01;0.98
422;2015-06-27 00:07:02;0.9
423;2015-06-27 00:07:03;0.92
424;2015-06-27 00:07:04;0.88
425;2015-06-27 00:07:05;0.81
426;2015-06-27 00:07:06;0.88
427;2015-06-27 00:07:07;0.91
428;2015-06-27 00:07:08;0.85
429;2015-06-27 00:07:09;0.97
430;2015-06-27 00:07:10;0.81
431;2015-06-27 00:07:11;0.8
432;2015-06-27 00:07:12;0.8
433;2015-06-27 00:07:13;0.81
434;2015-06-27 00:07:14;0.86
435;2015-06-27 00:07:15;0.89
436;2015-06-27 00:07:16;0.99
437;2015-06-27 00:07:17;0.87
438;2015-06-27 00:07:18;0.93
439;2015-06-27 00:07:19;0.94
440;2015-06-27 00:07:20;0.92
441;2015-06-27 00:07:21;0.84
442;2015-06-27 00:07:22;0.8
443;2015-06-27 00:07:23;0.8
444;2015-06-27 00:07:24;0.81
445;2015-06-27 00:07:25;0.88
446;2015-06-27 00:07:26;0.84
447;2015-06-27 00:07:27;0.81
448;2015-06-27 00:07:28;0.83
449;2015-06-27 00:07:29;0.84
450;2015-06-27 00:07:30;0.91
451;2015-06-27 00:07:31;0.94
452;2015-06-27 00:07:32;0.86
453;2015-06-27 00:07:33;0.89
454;2015-06-27 00:07:34;0.84
455;2015-06-27 00:07:35;0.97
456;2015-06-27 00:07:36;0.86
457;2015-06-27 00:07:37;0.93
458;2015-06-27 00:07:38;0.89
459;2015-06-27 00:07:39;0.8
460;2015-06-27 00:07:40;0.81
461;2015-06-27 00:07:41;0.86
462;2015-06-27 00:07:42;0.84
463;2015-06-27 00:07:43;0.85
464;2015-06-27 00:07:44;0.99
465;2015-06-27 00:07:45;0.95
466;2015-06-27 00:07:46;0.97
467;2015-06-27 00:07:47;0.84
468;2015-06-27 00:07:48;0.94
469;2015-06-27 00:07:49;0.86
470;2015-06-27 00:07:50;0.84
471;2015-06-27 00:07:51;0.91
472;2015-06-27 00:07:52;0.91
473;2015-06-27 00:07:53;0.92
474;2015-06-27 00:07:54;0.83
475;2015-06-27 00:07:55;0.84
476;2015-06-27 00:07:56;0.85
477;2015-06-27 00:07:57;0.97
478;2015-06-27 00:07:58;0.93
479;2015-06-27 00:07:59;0.84
480;2015-06-27 00:08:00;0.83
481;2015-06-27 00:08:01;0.94
482;2015-06-27 00:08:02;0.96
483;2015-06-27 00:08:03;0.87
484;2015-06-27 00:08:04;0.8
485;2015-06-27 00:08:05;0.97
486;2015-06-27 00:08:06;0.92
487;2015-06-27 00:08:07;0.86
488;2015-06-27 00:08:08;0.84
489;2015-06-27 00:08:09;0.92
490;2015-06-27 00:08:10;0.85
491;2015-06-27 00:08:11;0.91
492;2015-06-27 00:08:12;0.96
493;2015-06-27 00:08:13;0.85
494;2015-06-27 00:08:14;0.97
495;2015-06-27 00:08:15;0.91
496;2015-06-27 00:08:16;0.97
497;2015-06-27 00:08:17;0.88
498;2015-06-27 00:08:18;0.85
499;2015-06-27 00:08:19;0.86
500;2015-06-27 00:08:20;0.97
501;2015-06-27 00:08:21;0.81
502;2015-06-27 00:08:22;0.99
503;2015-06-27 00:08:23;0.8
504;2015-06-27 00:08:24;0.82
505;2015-06-27 00:08:25;0.98
506;2015-06-27 00:08:26;0.82
507;2015-06-27 00:08:27;0.92
508;2015-06-27 00:08:28;0.99
509;2015-06-27 00:08:29;0.93
510;2015-06-27 00:08:30;0.82
511;2015-06-27 00:08:31;0.96
512;2015-06-27 00:08:32;0.94
513;2015-06-27 00:08:33;0.85
514;2015-06-27 00:08:34;0.87
515;2015-06-27 00:08:35;0.93
516;2015-06-27 00:08:36;0.99
517;2015-06-27 00:08:37;0.91
518;2015-06-27 00:08:38;0.81
519;2015-06-27 00:08:39;0.82
520;2015-06-27 00:08:40;0.86
521;2015-06-27 00:08:41;0.89
522;2015-06-27 00:08:42;0.86
523;2015-06-27 00:08:43;0.89
524;2015-06-27 00:08:44;0.99
525;2015-06-27 00:08:45;0.96
526;2015-06-27 00:08:46;0.85
527;2015-06-27 00:08:47;0.9
528;2015-06-27 00:08:48;0.96
529;2015-06-27 00:08:49;0.98
530;2015-06-27 00:08:50;0.85
531;2015-06-27 00:08:51;0.91
532;2015-06-27 00:08:52;0.84
533;2015-06-27 00:08:53;0.82
534;2015-06-27 00:08:54;0.88
535;2015-06-27 00:08:55;0.81
536;2015-06-27 00:08:56;0.82
537;2015-06-27 00:08:57;0.99
538;2015-06-27 00:08:58;0.81
539;2015-06-27 00:08:59;0.92
540;2015-06-27 00:09:00;0.96
541;2015-06-27 00:09:01;0.83
542;2015-06-27 00:09:02;0.84
543;2015-06-27 00:09:03;0.99
544;2015-06-27 00:09:04;0.83
545;2015-06-27 00:09:05;0.8
546;2015-06-27 00:09:06;0.86
547;2015-06-27 00:09:07;0.9
548;2015-06-27 00:09:08;0.97
549;2015-06-27 00:09:09;0.89
550;2015-06-27 00:09:10;0.8
551;2015-06-27 00:09:11;0.97
552;2015-06-27 00:09:12;0.88
553;2015-06-27 00:09:13;0.98
554;2015-06-27 00:09:14;0.91
555;2015-06-27 00:09:15;0.81
556;2015-06-27 00:09:16;0.97
557;2015-06-27 00:09:17;0.81
558;2015-06-27 00:09:18;0.98
559;2015-06-27 00:09:19;0.98
560;2015-06-27 00:09:20;0.85
561;2015-06-27 00:09:21;0.98
562;2015-06-27 00:09:22;0.96
563;2015-06-27 00:09:23;0.92
564;2015-06-27 00:09:24;0.92
565;2015-06-27 00:09:25;0.84
566;2015-06-27 00:09:26;0.84
567;2015-06-27 00:09:27;0.87
568;2015-06-27 00:09:28;0.88
569;2015-06-27 00:09:29;0.97
570;2015-06-27 00:09:30;0.84
571;2015-06-27 00:09:31;0.86
572;2015-06-27 00:09:32;0.86
573;2015-06-27 00:09:33;0.93
574;2015-06-27 00:09:34;0.98
575;2015-06-27 00:09:35;0.89
576;2015-06-27 00:09:36;0.94
577;2015-06-27 00:09:37;0.84
578;2015-06-27 00:09:38;0.82
579;2015-06-27 00:09:39;0.85
580;2015-06-27 00:09:40;0.8
581;2015-06-27 00:09:41;0.89
582;2015-06-27 00:09:42;0.99
583;2015-06-27 00:09:43;0.8
584;2015-06-27 00:09:44;0.83
585;2015-06-27 00:09:45;0.98
586;2015-06-27 00:09:46;0.85
587;2015-06-27 00:09:47;0.83
588;2015-06-27 00:09:48;0.87
589;2015-06-27 00:09:49;0.83
590;2015-06-27 00:09:50;0.99
591;2015-06-27 00:09:51;0.9
592;2015-06-27 00:09:52;0.93
593;2015-06-27 00:09:53;0.8
594;2015-06-27 00:09:54;0.87
595;2015-06-27 00:09:55;0.81
596;2015-06-27 00:09:56;0.87
597;2015-06-27 00:09:57;0.84
598;2015-06-27 00:09:58;0.84
599;2015-06-27 00:09:59;0.9
600;2015-06-27 00:10:00;0.91
601;2015-06-27 00:10:01;0.95
602;2015-06-27 00:10:02;0.9
603;2015-06-27 00:10:03;0.89
604;2015-06-27 00:10:04;0.84
605;2015-06-27 00:10:05;0.98
606;2015-06-27 00:10:06;0.98
607;2015-06-27 00:10:07;0.8
608;2015-06-27 00:10:08;0.85
609;2015-06-27 00:10:09;0.84
610;2015-06-27 00:10:10;0.97
611;2015-06-27 00:10:11;0.92
612;2015-06-27 00:10:12;0.93
613;2015-06-27 00:10:13;0.83
614;2015-06-27 00:10:14;0.85
615;2015-06-27 00:10:15;0.97
616;2015-06-27 00:10:16;0.84
617;2015-06-27 00:10:17;0.94
618;2015-06-27 00:10:18;0.87
619;2015-06-27 00:10:19;0.8
620;2015-06-27 00:10:20;0.83
621;2015-06-27 00:10:21;0.99
622;2015-06-27 00:10:22;0.94
623;2015-06-27 00:10:23;0.91
624;2015-06-27 00:10:24;0.92
625;2015-06-27 00:10:25;0.84
626;2015-06-27 00:10:26;0.88
627;2015-06-27 00:10:27;0.91
628;2015-06-27 00:10:28;0.98
629;2015-06-27 00:10:29;0.84
630;2015-06-27 00:10:30;0.81
631;2015-06-27 00:10:31;0.9
632;2015-06-27 00:10:32;0.82
633;2015-06-27 00:10:33;0.85
634;2015-06-27 00:10:34;0.97
635;2015-06-27 00:10:35;0.94
636;2015-06-27 00:10:36;0.93
637;2015-06-27 00:10:37;0.86
638;2015-06-27 00:10:38;0.88
639;2015-06-27 00:10:39;0.87
640;2015-06-27 00:10:40;0.88
641;2015-06-27 00:10:41;0.97
642;2015-06-27 00:10:42;0.94
643;2015-06-27 00:10:43;0.93
644;2015-06-27 00:10:44;0.96
645;2015-06-27 00:10:45;0.95
646;2015-06-27 00:10:46;0.85
647;2015-06-27 00:10:47;0.97
648;2015-06-27 00:10:48;0.96
649;2015-06-27 00:10:49;0.99
650;2015-06-27 00:10:50;0.94
651;2015-06-27 00:10:51;0.98
652;2015-06-27 00:10:52;0.87
653;2015-06-27 00:10:53;0.89
654;2015-06-27 00:10:54;0.85
655;2015-06-27 00:10:55;0.86
656;2015-06-27 00:10:56;0.92
657;2015-06-27 00:10:57;0.84
658;2015-06-27 00:10:58;0.96
659;2015-06-27 00:10:59;0.89
660;2015-06-27 00:11:00;0.99
661;2015-06-27 00:11:01;0.92
662;2015-06-27 00:11:02;0.82
663;2015-06-27 00:11:03;0.9
664;2015-06-27 00:11:04;0.99
665;2015-06-27 00:11:05;0.84
666;2015-06-27 00:11:06;0.9
667;2015-06-27 00:11:07;0.9
668;2015-06-27 00:11:08;0.97
669;2015-06-27 00:11:09;0.84
670;2015-06-27 00:11:10;0.86
671;2015-06-27 00:11:11;0.83
672;2015-06-27 00:11:12;0.93
673;2015-06-27 00:11:13;0.8
674;2015-06-27 00:11:14;0.99
675;2015-06-27 00:11:15;0.98
676;2015-06-27 00:11:16;0.92
677;2015-06-27 00:11:17;0.83
678;2015-06-27 00:11:18;0.84
679;2015-06-27 00:11:19;0.82
680;2015-06-27 00:11:20;0.83
681;2015-06-27 00:11:21;0.89
682;2015-06-27 00:11:22;0.83
683;2015-06-27 00:11:23;0.93
684;2015-06-27 00:11:24;0.89
685;2015-06-27 00:11:25;0.81
686;2015-06-27 00:11:26;0.82
687;2015-06-27 00:11:27;0.98
688;2015-06-27 00:11:28;0.92
689;2015-06-27 00:11:29;0.91
690;2015-06-27 00:11:30;0.8
691;2015-06-27 00:11:31;0.81
692;2015-06-27 00:11:32;0.97
693;2015-06-27 00:11:33;0.9
694;2015-06-27 00:11:34;0.98
695;2015-06-27 00:11:35;0.98
696;2015-06-27 00:11:36;0.88
697;2015-06-27 00:11:37;0.85
698;2015-06-27 00:11:38;0.96
699;2015-06-27 00:11:39;0.99
700;2015-06-27 00:11:40;0.89
701;2015-06-27 00:11:41;0.81
702;2015-06-27 00:11:42;0.85
703;2015-06-27 00:11:43;0.97
704;2015-06-27 00:11:44;0.82
705;2015-06-27 00:11:45;0.87
706;2015-06-27 00:11:46;0.8
707;2015-06-27 00:11:47;0.9
708;2015-06-27 00:11:48;0.96
709;2015-06-27 00:11:49;0.94
710;2015-06-27 00:11:50;0.83
711;2015-06-27 00:11:51;0.86
712;2015-06-27 00:11:52;0.93
713;2015-06-27 00:11:53;0.83
714;2015-06-27 00:11:54;0.85
715;2015-06-27 00:11:55;0.8
716;2015-06-27 00:11:56;0.86
717;2015-06-27 00:11:57;0.88
718;2015-06-27 00:11:58;0.83
719;2015-06-27 00:11:59;0.91
720;2015-06-27 00:12:00;0.91
721;2015-06-27 00:12:01;0.86
722;2015-06-27 00:12:02;0.94
723;2015-06-27 00:12:03;0.98
724;2015-06-27 00:12:04;0.95
725;2015-06-27 00:12:05;0.91
726;2015-06-27 00:12:06;0.97
727;2015-06-27 00:12:07;0.93
728;2015-06-27 00:12:08;0.97
729;2015-06-27 00:12:09;0.84
730;2015-06-27 00:12:10;0.9
731;2015-06-27 00:12:11;0.84
732;2015-06-27 00:12:12;0.89
733;2015-06-27 00:12:13;0.84
734;2015-06-27 00:12:14;0.92
